# file...... outputs/solar_output.csv
# date...... Sat May  4 08:10:49 2019
# user...... keegan
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,b1m2_solar_meter:measured_real_power,b1m3_solar_meter:measured_real_power,b1m4_solar_meter:measured_real_power,b2m1_solar_meter:measured_real_power,b2m2_solar_meter:measured_real_power,b2m4_solar_meter:measured_real_power,b3m2_solar_meter:measured_real_power,b3m3_solar_meter:measured_real_power,b3m4_solar_meter:measured_real_power
2013-07-01 08:13:00 PDT,-598.574761448,-598.574761351,-598.574762457,-598.574760862,-598.574762548,-598.574762509,-598.574760574,-598.574761453,-598.57476142
2013-07-01 08:14:00 PDT,-614.372670848,-614.372670744,-614.372671912,-614.372670222,-614.372672021,-614.37267198,-614.372669914,-614.372670829,-614.372670793
2013-07-01 08:15:00 PDT,-630.408314088,-630.408313978,-630.40831521,-630.40831342,-630.408315339,-630.408315294,-630.408313092,-630.408314042,-630.408314003
2013-07-01 08:16:00 PDT,-646.677006719,-646.677006579,-646.677008021,-646.67700587,-646.677008294,-646.677008236,-646.677005452,-646.677006424,-646.677006371
2013-07-01 08:17:00 PDT,-663.174069896,-663.174069747,-663.174071265,-663.174068995,-663.174071565,-663.174071504,-663.174068552,-663.174069559,-663.174069503
2013-07-01 08:18:00 PDT,-679.894821865,-679.894821707,-679.894823303,-679.894820909,-679.894823632,-679.894823567,-679.89482044,-679.894821484,-679.894821424
2013-07-01 08:19:00 PDT,-696.83458409,-696.834583923,-696.8345856,-696.834583078,-696.83458596,-696.834585891,-696.834582581,-696.834583662,-696.834583599
2013-07-01 08:20:00 PDT,-713.988680118,-713.988679941,-713.988681703,-713.988679048,-713.988682096,-713.988682023,-713.988678522,-713.988679641,-713.988679573
2013-07-01 08:21:00 PDT,-731.352435881,-731.352435694,-731.352437542,-731.352434749,-731.35243797,-731.352437892,-731.352434193,-731.35243535,-731.352435278
2013-07-01 08:22:00 PDT,-748.921179994,-748.921179796,-748.921181735,-748.921178798,-748.921182199,-748.921182117,-748.921178212,-748.921179407,-748.92117933
2013-07-01 08:23:00 PDT,-766.690244065,-766.690243856,-766.690245887,-766.690242803,-766.69024639,-766.690246304,-766.690242184,-766.690243417,-766.690243336
2013-07-01 08:24:00 PDT,-784.654962988,-784.654962767,-784.654964894,-784.654961656,-784.654965438,-784.654965346,-784.654961004,-784.654962276,-784.654962191
2013-07-01 08:25:00 PDT,-802.810675246,-802.810675013,-802.81067724,-802.810673843,-802.810677825,-802.810677729,-802.810673156,-802.810674467,-802.810674377
2013-07-01 08:26:00 PDT,-821.152723209,-821.152722965,-821.152725293,-821.152721733,-821.152725923,-821.152725822,-821.152721009,-821.15272236,-821.152722265
2013-07-01 08:27:00 PDT,-839.676453434,-839.676453177,-839.67645561,-839.676451881,-839.676456287,-839.67645618,-839.67645112,-839.676452511,-839.67645241
2013-07-01 08:28:00 PDT,-858.377216957,-858.377216687,-858.377219228,-858.377215324,-858.377219954,-858.377219842,-858.377214524,-858.377215956,-858.377215849
2013-07-01 08:29:00 PDT,-877.250369593,-877.250369309,-877.250371961,-877.250367878,-877.250372739,-877.250372621,-877.250367038,-877.250368509,-877.250368397
2013-07-01 08:30:00 PDT,-896.291272227,-896.291271929,-896.291274696,-896.291270427,-896.291275527,-896.291275403,-896.291269546,-896.291271058,-896.291270939
2013-07-01 08:31:00 PDT,-915.495307664,-915.49530751,-915.495276565,-915.495269197,-915.495182624,-915.495297838,-915.495291536,-915.495311895,-915.495311908
2013-07-01 08:32:00 PDT,-934.857815201,-934.857815037,-934.857783213,-934.857775562,-934.857686514,-934.857805143,-934.857798544,-934.857819501,-934.857819512
2013-07-01 08:33:00 PDT,-954.374188766,-954.37418859,-954.374155881,-954.374147943,-954.374056416,-954.374178477,-954.374171573,-954.374193131,-954.374193139
2013-07-01 08:34:00 PDT,-974.03981246,-974.039812273,-974.039778673,-974.039770441,-974.03967642,-974.039801942,-974.039794724,-974.039816887,-974.039816892
2013-07-01 08:35:00 PDT,-993.850076915,-993.850076717,-993.850042222,-993.850033689,-993.84993716,-993.850066171,-993.850058629,-993.850081402,-993.850081404
2013-07-01 08:36:00 PDT,-1013.80037958,-1013.80037937,-1013.80034398,-1013.80033514,-1013.80023609,-1013.80036862,-1013.80036074,-1013.80038413,-1013.80038413
2013-07-01 08:37:00 PDT,-1033.88612503,-1033.8861248,-1033.8860885,-1033.88607935,-1033.88597777,-1033.88611383,-1033.88610562,-1033.88612962,-1033.88612962
2013-07-01 08:38:00 PDT,-1054.10272519,-1054.10272495,-1054.10268775,-1054.10267828,-1054.10257416,-1054.10271378,-1054.10270521,-1054.10272983,-1054.10272983
2013-07-01 08:39:00 PDT,-1074.4455997,-1074.44559945,-1074.44556134,-1074.44555155,-1074.44544488,-1074.44558807,-1074.44557915,-1074.44560439,-1074.44560438
2013-07-01 08:40:00 PDT,-1094.91017616,-1094.9101759,-1094.91013687,-1094.91012675,-1094.91001753,-1094.91016432,-1094.91015502,-1094.9101809,-1094.91018088
2013-07-01 08:41:00 PDT,-1115.4918904,-1115.49189012,-1115.49185018,-1115.49183973,-1115.49172795,-1115.49187834,-1115.49186867,-1115.49189517,-1115.49189515
2013-07-01 08:42:00 PDT,-1136.18618678,-1136.18618649,-1136.18614564,-1136.18613484,-1136.1860205,-1136.18617452,-1136.18616446,-1136.18619159,-1136.18619157
2013-07-01 08:43:00 PDT,-1156.98851848,-1156.98851818,-1156.98847641,-1156.98846527,-1156.98834837,-1156.98850601,-1156.98849556,-1156.98852333,-1156.9885233
2013-07-01 08:44:00 PDT,-1177.89434777,-1177.89434744,-1177.89430477,-1177.89429327,-1177.89417381,-1177.89433509,-1177.89432424,-1177.89435264,-1177.8943526
2013-07-01 08:45:00 PDT,-1198.89914625,-1198.89914592,-1198.89910233,-1198.89909047,-1198.89896846,-1198.89913338,-1198.89912212,-1198.89915115,-1198.89915111
2013-07-01 08:46:00 PDT,-1219.99840393,-1219.99839061,-1219.99835769,-1219.9984024,-1219.99821353,-1219.99838829,-1219.99834392,-1219.99840986,-1219.99840988
2013-07-01 08:47:00 PDT,-1241.18759475,-1241.18758115,-1241.18754756,-1241.18759314,-1241.18740032,-1241.18757887,-1241.18753336,-1241.18760073,-1241.18760074
2013-07-01 08:48:00 PDT,-1262.46222864,-1262.46221473,-1262.4621805,-1262.46222693,-1262.46203018,-1262.46221252,-1262.46216586,-1262.46223465,-1262.46223466
2013-07-01 08:49:00 PDT,-1283.81781744,-1283.81780324,-1283.81776835,-1283.81781564,-1283.81761497,-1283.81780108,-1283.81775328,-1283.81782348,-1283.81782348
2013-07-01 08:50:00 PDT,-1305.2498825,-1305.24986787,-1305.24983183,-1305.24987957,-1305.24986083,-1305.24988683,-1305.24981575,-1305.24988672,-1305.24988671
2013-07-01 08:51:00 PDT,-1326.75395991,-1326.75394499,-1326.75390829,-1326.75395686,-1326.75393793,-1326.75396444,-1326.75389175,-1326.75396412,-1326.75396411
2013-07-01 08:52:00 PDT,-1348.32559335,-1348.32557813,-1348.32554077,-1348.32559018,-1348.32557104,-1348.32559807,-1348.32552377,-1348.32559753,-1348.32559752
2013-07-01 08:53:00 PDT,-1369.96033925,-1369.96032373,-1369.96028574,-1369.96033596,-1369.96031664,-1369.96034417,-1369.96026826,-1369.96034341,-1369.9603434
2013-07-01 08:54:00 PDT,-1391.6537659,-1391.65375007,-1391.65371144,-1391.65376248,-1391.65374298,-1391.65377101,-1391.65369349,-1391.65377003,-1391.65377
2013-07-01 08:55:00 PDT,-1413.40145363,-1413.40143751,-1413.40139825,-1413.40145008,-1413.40143041,-1413.40145895,-1413.40137982,-1413.40145773,-1413.4014577
2013-07-01 08:56:00 PDT,-1435.19899517,-1435.19897875,-1435.19893886,-1435.19899149,-1435.19897166,-1435.1990007,-1435.19891995,-1435.19899923,-1435.1989992
2013-07-01 08:57:00 PDT,-1457.04199584,-1457.04197912,-1457.04193861,-1457.04199202,-1457.04197204,-1457.04200158,-1457.04191921,-1457.04199985,-1457.04199981
2013-07-01 08:58:00 PDT,-1478.92607383,-1478.92605683,-1478.9260157,-1478.92606989,-1478.92604976,-1478.92607979,-1478.92599581,-1478.9260778,-1478.92607776
2013-07-01 08:59:00 PDT,-1500.84686051,-1500.84684321,-1500.84680148,-1500.84685643,-1500.84683617,-1500.84686669,-1500.84678109,-1500.84686443,-1500.84686438
2013-07-01 09:00:00 PDT,-1522.80000062,-1522.79998303,-1522.7999407,-1522.7999964,-1522.79997601,-1522.80000702,-1522.79991981,-1522.80000448,-1522.80000442
2013-07-01 09:01:00 PDT,-1544.75323634,-1544.75314735,-1544.7532457,-1544.75323376,-1544.75322261,-1544.75298087,-1544.7531361,-1544.75314945,-1544.75324149
2013-07-01 09:02:00 PDT,-1566.66079502,-1566.66070494,-1566.66080455,-1566.66079233,-1566.66078126,-1566.66053658,-1566.66069346,-1566.66070696,-1566.6608001
2013-07-01 09:03:00 PDT,-1588.52221954,-1588.5221284,-1588.52222926,-1588.52221675,-1588.52220575,-1588.52195819,-1588.52211668,-1588.52213033,-1588.52222456
2013-07-01 09:04:00 PDT,-1610.33704796,-1610.33695574,-1610.33705784,-1610.33704505,-1610.33703414,-1610.33678371,-1610.33694379,-1610.33695759,-1610.3370529
2013-07-01 09:05:00 PDT,-1632.10482027,-1632.10472701,-1632.10483033,-1632.10481726,-1632.10480643,-1632.10455317,-1632.10471482,-1632.10472876,-1632.10482514
2013-07-01 09:06:00 PDT,-1653.82507853,-1653.82498422,-1653.82508876,-1653.8250754,-1653.82506467,-1653.8248086,-1653.82497179,-1653.82498587,-1653.82508331
2013-07-01 09:07:00 PDT,-1675.49736678,-1675.49727144,-1675.4973772,-1675.49736355,-1675.49735292,-1675.49709407,-1675.49725878,-1675.497273,-1675.49737149
2013-07-01 09:08:00 PDT,-1697.12123116,-1697.12113479,-1697.12124175,-1697.12122781,-1697.12121729,-1697.12095568,-1697.12112189,-1697.12113625,-1697.12123578
2013-07-01 09:09:00 PDT,-1718.69621983,-1718.69612245,-1718.6962306,-1718.69621637,-1718.69620595,-1718.69594162,-1718.69610931,-1718.69612381,-1718.69622436
2013-07-01 09:10:00 PDT,-1740.22188306,-1740.22178467,-1740.22189405,-1740.22187948,-1740.2218692,-1740.22160219,-1740.22177129,-1740.22178601,-1740.22188758
2013-07-01 09:11:00 PDT,-1761.69777322,-1761.69767383,-1761.69778439,-1761.69776952,-1761.69775936,-1761.69748966,-1761.69766021,-1761.69767507,-1761.69777765
2013-07-01 09:12:00 PDT,-1783.12344479,-1783.12334442,-1783.12345614,-1783.12344098,-1783.12343094,-1783.1231586,-1783.12333056,-1783.12334555,-1783.12344912
2013-07-01 09:13:00 PDT,-1804.4984544,-1804.49835306,-1804.49846593,-1804.49845047,-1804.49844056,-1804.49816561,-1804.49833896,-1804.49835408,-1804.49845863
2013-07-01 09:14:00 PDT,-1825.82236084,-1825.82225853,-1825.82237254,-1825.82235679,-1825.82234701,-1825.82206948,-1825.82224419,-1825.82225944,-1825.82236497
2013-07-01 09:15:00 PDT,-1847.09472505,-1847.0946218,-1847.09473693,-1847.09472088,-1847.09471125,-1847.09443117,-1847.09460721,-1847.09462259,-1847.09472908
2013-07-01 09:16:00 PDT,-1868.31513356,-1868.31512756,-1868.31502757,-1868.31513231,-1868.31514387,-1868.31514444,-1868.31504323,-1868.31473963,-1868.31507682
2013-07-01 09:17:00 PDT,-1889.48311824,-1889.48311879,-1889.48312656,-1889.48311997,-1889.48310735,-1889.48310686,-1889.48313394,-1889.48305447,-1889.48314275
2013-07-01 09:18:00 PDT,-1910.59823069,-1910.59822452,-1910.59812712,-1910.59822923,-1910.5982382,-1910.59823853,-1910.59813727,-1910.59785373,-1910.59817573
2013-07-01 09:19:00 PDT,-1931.66008564,-1931.66008517,-1931.66010423,-1931.66008207,-1931.66009458,-1931.66009504,-1931.66007316,-1931.66021346,-1931.66010203
2013-07-01 09:20:00 PDT,-1952.66822485,-1952.66821859,-1952.6681155,-1952.66822322,-1952.66823614,-1952.6682367,-1952.66813089,-1952.66781677,-1952.66816557
2013-07-01 09:21:00 PDT,-1973.62223999,-1973.62223366,-1973.62212982,-1973.62223826,-1973.62225152,-1973.62225207,-1973.62214514,-1973.62182842,-1973.62218008
2013-07-01 09:22:00 PDT,-1994.52170194,-1994.52169555,-1994.52159097,-1994.52170011,-1994.52171371,-1994.52171427,-1994.52160621,-1994.52128697,-1994.52164141
2013-07-01 09:23:00 PDT,-2015.36618969,-2015.36618324,-2015.36607794,-2015.36618776,-2015.36620171,-2015.36620227,-2015.36609309,-2015.36577137,-2015.36612854
2013-07-01 09:24:00 PDT,-2036.15528455,-2036.15527804,-2036.15517203,-2036.15528252,-2036.15529682,-2036.15529737,-2036.15518709,-2036.15486291,-2036.15522279
2013-07-01 09:25:00 PDT,-2056.88857018,-2056.8885636,-2056.88845689,-2056.88856804,-2056.88858269,-2056.88858324,-2056.88847186,-2056.88814526,-2056.88850781
2013-07-01 09:26:00 PDT,-2077.56563258,-2077.56562594,-2077.56551854,-2077.56563034,-2077.56564534,-2077.56564589,-2077.56553341,-2077.56520443,-2077.56556961
2013-07-01 09:27:00 PDT,-2098.18605998,-2098.18605322,-2098.18595092,-2098.18605748,-2098.18607043,-2098.18607076,-2098.18595858,-2098.18565432,-2098.18600234
2013-07-01 09:28:00 PDT,-2118.74944353,-2118.7494367,-2118.74933391,-2118.7494409,-2118.7494543,-2118.74945464,-2118.74934128,-2118.74903486,-2118.74938562
2013-07-01 09:29:00 PDT,-2139.25537649,-2139.25536966,-2139.25526029,-2139.25537393,-2139.25539,-2139.25539054,-2139.25527483,-2139.25493894,-2139.25531175
2013-07-01 09:30:00 PDT,-2159.70345408,-2159.70344719,-2159.70333717,-2159.70345141,-2159.70346783,-2159.70346837,-2159.70335161,-2159.70301341,-2159.70338874
2013-07-01 09:31:00 PDT,-2180.0931751,-2180.09315297,-2180.09326614,-2180.09326863,-2180.0933031,-2180.09330379,-2180.09314019,-2180.09284245,-2180.09323305
2013-07-01 09:32:00 PDT,-2200.42433844,-2200.42431616,-2200.42443014,-2200.42443248,-2200.42446742,-2200.42446811,-2200.42430317,-2200.42400348,-2200.42439661
2013-07-01 09:33:00 PDT,-2220.69644829,-2220.69642586,-2220.69654064,-2220.69654283,-2220.69657824,-2220.69657893,-2220.69641267,-2220.69611109,-2220.69650667
2013-07-01 09:34:00 PDT,-2240.9092538,-2240.9092569,-2240.90926126,-2240.90924915,-2240.90923003,-2240.9092294,-2240.90927215,-2240.90916024,-2240.90927382
2013-07-01 09:35:00 PDT,-2261.06192835,-2261.06190518,-2261.06205282,-2261.06202152,-2261.0620575,-2261.06205761,-2261.06188534,-2261.061964,-2261.0620493
2013-07-01 09:36:00 PDT,-2281.15465099,-2281.15464905,-2281.15465392,-2281.15465521,-2281.15465523,-2281.15465515,-2281.15464353,-2281.15466318,-2281.15465262
2013-07-01 09:37:00 PDT,-2301.18649787,-2301.18647455,-2301.18662149,-2301.18659157,-2301.18663051,-2301.18663078,-2301.18645501,-2301.1865241,-2301.18661454
2013-07-01 09:38:00 PDT,-2321.1574736,-2321.15745014,-2321.15759799,-2321.15756774,-2321.15760715,-2321.15760742,-2321.15743037,-2321.15749983,-2321.15759077
2013-07-01 09:39:00 PDT,-2341.06706699,-2341.06704339,-2341.06719213,-2341.06716155,-2341.06720143,-2341.06720169,-2341.06702338,-2341.06709321,-2341.06718464
2013-07-01 09:40:00 PDT,-2360.91489886,-2360.91487512,-2360.91502475,-2360.91499383,-2360.91503418,-2360.91503443,-2360.91485489,-2360.91492507,-2360.91501698
2013-07-01 09:41:00 PDT,-2380.70059194,-2380.70056791,-2380.70072235,-2380.70068752,-2380.70072699,-2380.70072709,-2380.70054659,-2380.70062944,-2380.70071804
2013-07-01 09:42:00 PDT,-2400.4237737,-2400.42374952,-2400.42390506,-2400.42386964,-2400.42390969,-2400.42390978,-2400.42372796,-2400.42381148,-2400.4239006
2013-07-01 09:43:00 PDT,-2420.08407286,-2420.08404871,-2420.08420091,-2420.084169,-2420.08421074,-2420.08421098,-2420.0840278,-2420.08409902,-2420.08419231
2013-07-01 09:44:00 PDT,-2439.68111932,-2439.68109503,-2439.68124806,-2439.68121583,-2439.68125802,-2439.68125826,-2439.6810739,-2439.68114545,-2439.68123918
2013-07-01 09:45:00 PDT,-2459.21454781,-2459.21452339,-2459.21467723,-2459.21464468,-2459.21468733,-2459.21468755,-2459.21450204,-2459.21457391,-2459.21466808
2013-07-01 09:46:00 PDT,-2478.68396243,-2478.68369179,-2478.68399021,-2478.68409295,-2478.68415138,-2478.68415154,-2478.68410372,-2478.68411222,-2478.68395902
2013-07-01 09:47:00 PDT,-2498.08927609,-2498.08932961,-2498.08927501,-2498.08926368,-2498.08924913,-2498.08924877,-2498.08926573,-2498.08930901,-2498.08929386
2013-07-01 09:48:00 PDT,-2517.42947205,-2517.42919793,-2517.42950937,-2517.4296037,-2517.42966238,-2517.42966239,-2517.42961432,-2517.429633,-2517.42948415
2013-07-01 09:49:00 PDT,-2536.70500219,-2536.70495958,-2536.70503081,-2536.70500913,-2536.70501412,-2536.70501406,-2536.70500902,-2536.70501264,-2536.70503905
2013-07-01 09:50:00 PDT,-2555.91476653,-2555.91449113,-2555.91479511,-2555.91489893,-2555.91495942,-2555.91495956,-2555.91490971,-2555.9149183,-2555.91476243
2013-07-01 09:51:00 PDT,-2575.05895255,-2575.05867599,-2575.05898133,-2575.05908539,-2575.05914637,-2575.05914651,-2575.05909616,-2575.05910478,-2575.05894827
2013-07-01 09:52:00 PDT,-2594.1370346,-2594.13675695,-2594.13706358,-2594.13716787,-2594.13722935,-2594.13722948,-2594.13717864,-2594.13718728,-2594.13703016
2013-07-01 09:53:00 PDT,-2613.14888998,-2613.14894691,-2613.14888701,-2613.14887673,-2613.14886005,-2613.14885963,-2613.14887903,-2613.14892358,-2613.14890633
2013-07-01 09:54:00 PDT,-2632.09351215,-2632.09323152,-2632.09355157,-2632.09364621,-2632.09370861,-2632.09370861,-2632.09365674,-2632.09367798,-2632.09352474
2013-07-01 09:55:00 PDT,-2650.97141803,-2650.97137259,-2650.97145008,-2650.97142553,-2650.97143168,-2650.97143163,-2650.97142534,-2650.97143039,-2650.97145947
2013-07-01 09:56:00 PDT,-2669.78148293,-2669.78120119,-2669.78151264,-2669.78161776,-2669.78168118,-2669.78168128,-2669.78162851,-2669.78163721,-2669.78147778
2013-07-01 09:57:00 PDT,-2688.52393957,-2688.52365684,-2688.52396947,-2688.52407477,-2688.52413866,-2688.52413876,-2688.52408551,-2688.52409423,-2688.52393425
2013-07-01 09:58:00 PDT,-2707.19826981,-2707.19798614,-2707.19829989,-2707.19840535,-2707.19846971,-2707.1984698,-2707.19841608,-2707.19842482,-2707.19826431
2013-07-01 09:59:00 PDT,-2725.80414544,-2725.80386013,-2725.80418651,-2725.80428116,-2725.80434652,-2725.80434651,-2725.80429158,-2725.80431493,-2725.80415838
2013-07-01 10:00:00 PDT,-2744.34124436,-2744.34095814,-2744.34128575,-2744.34138037,-2744.34144631,-2744.3414463,-2744.34139077,-2744.34141453,-2744.34125736
2013-07-01 10:01:00 PDT,-2770.5290495,-2770.52904738,-2770.529267,-2770.5292448,-2770.52920168,-2770.52861419,-2770.52924721,-2770.5292611,-2770.52912449
2013-07-01 10:02:00 PDT,-2796.47064986,-2796.4706477,-2796.47086747,-2796.47084494,-2796.47080233,-2796.47021485,-2796.47084725,-2796.47086111,-2796.47072451
2013-07-01 10:03:00 PDT,-2822.16087808,-2822.1608759,-2822.16109571,-2822.16107285,-2822.16103079,-2822.16044373,-2822.16107508,-2822.1610889,-2822.16095237
2013-07-01 10:04:00 PDT,-2847.59461079,-2847.59460858,-2847.59482833,-2847.59480516,-2847.59476365,-2847.59417716,-2847.5948073,-2847.59482107,-2847.59468468
2013-07-01 10:05:00 PDT,-2872.76675476,-2872.76675235,-2872.76699626,-2872.76694654,-2872.76691316,-2872.76632273,-2872.76694754,-2872.76700452,-2872.76686675
2013-07-01 10:06:00 PDT,-2897.67225466,-2897.67225223,-2897.67249567,-2897.67244589,-2897.672413,-2897.67182388,-2897.67244681,-2897.67250339,-2897.67236594
2013-07-01 10:07:00 PDT,-2922.30608394,-2922.30608166,-2922.30630059,-2922.30627659,-2922.30623681,-2922.30565397,-2922.30627845,-2922.30629205,-2922.30615646
2013-07-01 10:08:00 PDT,-2946.66324523,-2946.66324292,-2946.66346137,-2946.66343712,-2946.66339794,-2946.66281676,-2946.6634389,-2946.66345243,-2946.66331723
2013-07-01 10:09:00 PDT,-2970.73877977,-2970.73877744,-2970.73899529,-2970.73897081,-2970.73893224,-2970.73835316,-2970.7389725,-2970.73898595,-2970.73885122
2013-07-01 10:10:00 PDT,-2994.52775849,-2994.52775598,-2994.52799644,-2994.52794662,-2994.52791577,-2994.52733464,-2994.52794722,-2994.5280021,-2994.52786657
2013-07-01 10:11:00 PDT,-3018.02529133,-3018.02528881,-3018.02552821,-3018.02547846,-3018.02544813,-3018.02486965,-3018.02547899,-3018.02553336,-3018.02539847
2013-07-01 10:12:00 PDT,-3041.22651844,-3041.22651606,-3041.2267315,-3041.22670639,-3041.22666973,-3041.22609848,-3041.22670782,-3041.2267211,-3041.22658816
2013-07-01 10:13:00 PDT,-3064.12661056,-3064.12660817,-3064.12682258,-3064.12679731,-3064.12676128,-3064.12619313,-3064.12679865,-3064.12681184,-3064.12667963
2013-07-01 10:14:00 PDT,-3086.72077815,-3086.72077574,-3086.72098899,-3086.72096359,-3086.72092823,-3086.7203636,-3086.72096485,-3086.72097793,-3086.72084652
2013-07-01 10:15:00 PDT,-3109.00426276,-3109.00426019,-3109.00449411,-3109.00444499,-3109.0044168,-3109.00385211,-3109.00444523,-3109.00449727,-3109.00436566
2013-07-01 10:16:00 PDT,-3130.97255231,-3130.97255065,-3130.97240105,-3130.97232492,-3130.9725223,-3130.97194198,-3130.97233486,-3130.97262058,-3130.97262103
2013-07-01 10:17:00 PDT,-3152.6205788,-3152.62057854,-3152.62058745,-3152.62057647,-3152.62057999,-3152.62054058,-3152.62057602,-3152.62058849,-3152.62058849
2013-07-01 10:18:00 PDT,-3173.94379302,-3173.94379123,-3173.94362266,-3173.94356727,-3173.94380971,-3173.94364344,-3173.94357688,-3173.9438184,-3173.94381841
2013-07-01 10:19:00 PDT,-3194.93768585,-3194.93768405,-3194.93751714,-3194.93746199,-3194.93770264,-3194.93753785,-3194.93747145,-3194.93771078,-3194.93771077
2013-07-01 10:20:00 PDT,-3215.59769289,-3215.59769336,-3215.59771306,-3215.59771937,-3215.59767119,-3215.59762731,-3215.59773054,-3215.59775869,-3215.59775942
2013-07-01 10:21:00 PDT,-3235.91911371,-3235.91911174,-3235.91896765,-3235.91889311,-3235.91913544,-3235.91897305,-3235.91890149,-3235.91917141,-3235.91917177
2013-07-01 10:22:00 PDT,-3255.89764329,-3255.89764316,-3255.89766241,-3255.89762698,-3255.89764711,-3255.89767706,-3255.89762433,-3255.89763557,-3255.89763545
2013-07-01 10:23:00 PDT,-3275.52862604,-3275.52862423,-3275.52846476,-3275.52841094,-3275.52864304,-3275.52848504,-3275.52841976,-3275.52864909,-3275.52864905
2013-07-01 10:24:00 PDT,-3294.80775683,-3294.80775502,-3294.80759761,-3294.80754423,-3294.80777384,-3294.80761775,-3294.80755288,-3294.8077794,-3294.80777934
2013-07-01 10:25:00 PDT,-3313.73065254,-3313.73065305,-3313.73067192,-3313.73068053,-3313.73062875,-3313.7305823,-3313.7306923,-3313.73072014,-3313.73072089
2013-07-01 10:26:00 PDT,-3332.29278126,-3332.29277931,-3332.29264392,-3332.29257316,-3332.29280238,-3332.29264977,-3332.29258079,-3332.2928333,-3332.29283358
2013-07-01 10:27:00 PDT,-3350.49004105,-3350.4900409,-3350.49006225,-3350.49002356,-3350.49004596,-3350.49007796,-3350.49002063,-3350.49003375,-3350.49003363
2013-07-01 10:28:00 PDT,-3368.31794822,-3368.31794644,-3368.3177981,-3368.31774683,-3368.31796507,-3368.3178175,-3368.31775479,-3368.31796884,-3368.31796876
2013-07-01 10:29:00 PDT,-3385.7723943,-3385.77239253,-3385.77224665,-3385.772196,-3385.77241106,-3385.77226583,-3385.77220379,-3385.77241443,-3385.77241433
2013-07-01 10:30:00 PDT,-3402.84918434,-3402.84918489,-3402.84920287,-3402.84921374,-3402.8491585,-3402.84910963,-3402.84922608,-3402.84925349,-3402.84925426
2013-07-01 10:31:00 PDT,-3419.54380549,-3419.54395426,-3419.54402791,-3419.54393226,-3419.54386722,-3419.54400885,-3419.5433386,-3419.54404109,-3419.54396321
2013-07-01 10:32:00 PDT,-3435.8528214,-3435.85283175,-3435.85283558,-3435.85282648,-3435.85287734,-3435.85284901,-3435.85265768,-3435.85283096,-3435.852841
2013-07-01 10:33:00 PDT,-3451.77135154,-3451.77149494,-3451.77155049,-3451.7714745,-3451.77140845,-3451.77154426,-3451.77090272,-3451.77155239,-3451.77147735
2013-07-01 10:34:00 PDT,-3467.29590178,-3467.29604225,-3467.29609675,-3467.29602215,-3467.29595768,-3467.29609072,-3467.29546194,-3467.2960984,-3467.29602489
