0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.1008,0.1
0.1134,0.113
0.1134,0.113
0.0955497,0.095
0.1008,0.1
0.103508,0.103
0.1386,0.138
0.1008,0.1
0.112444,0.112
0.1386,0.138
0.10869,0.108
0.123084,0.123
0.1512,0.151
0.1512,0.151
0.122464,0.122
0.1386,0.138
0.148221,0.148
0.189,0.189
0.136865,0.136
0.153384,0.153
0.179782,0.179
0.189,0.189
0.149973,0.149
0.180556,0.18
0.189,0.189
0.2016,0.201
0.173369,0.173
0.190623,0.19
0.194336,0.194
0.189,0.189
0.194172,0.194
0.193015,0.193
0.191468,0.191
0.198419,0.198
0.194028,0.194
0.19556,0.195
0.19868,0.198
0.195613,0.195
0.2016,0.201
0.198781,0.198
0.19587,0.195
0.199879,0.199
0.199664,0.199
0.2016,0.201
0.200055,0.2
0.19913,0.199
0.2016,0.201
0.199653,0.199
